topic_id,topic_name,topic_description,highest_keyword_score,articles,datasets_all,datasets_en
https://openalex.org/T10995,Methane Hydrates and Related Phenomena,"This cluster of papers focuses on the anaerobic oxidation of methane, particularly in relation to gas hydrates, microbial communities in subseafloor sediments, and the biogeochemical processes involved. It explores the role of archaea, nitrite-driven methane oxidation, and denitrification in marine environments.",0.4503263405391148,11736,4299,4060
https://openalex.org/T13710,European and International Law Studies,"This cluster of papers explores the concept of judicial review, particularly within the context of European legal systems, with a focus on constitutionalism, the European Convention on Human Rights (ECHR), democracy, and the influence of the EFTA Court. It delves into the dynamics of legal culture and the integration of Nordic countries into the EU, emphasizing human rights and the role of courts in upholding them.",0.238212331703731,10250,1570,1210
https://openalex.org/T13532,Education Systems and Policy,"This cluster of papers focuses on vocational education and training in Australia, covering topics such as student retention, workforce skill development, rural and regional education, employment patterns, teacher retention, adult literacy and numeracy, youth labour market, and social partnerships.",0.21348804831504822,7522,761,740
https://openalex.org/T10893,Chinese history and philosophy,"This cluster of papers explores the religious diversity and regulation in Chinese society, covering topics such as Confucianism, Christianity, Falun Gong, the Cultural Revolution, nationalism, and the history of religion in China. It delves into the discourse of civilization, state regulation of religion, and the influence of emotions on beliefs.",0.23811155472482953,8752,376,362
https://openalex.org/T13602,Educational Methods and Media Use,"This cluster of papers focuses on enhancing digital literacy and education, with a particular emphasis on e-learning, school literacy movement, information literacy, and reading interest. The role of teachers in promoting literacy, multiliteracy paradigm, and early reading programs are also explored.",0.32592126897403173,50289,108,59
https://openalex.org/T10017,Geology and Paleoclimatology Research,"This cluster of papers encompasses research on climate change and paleoclimatology, including topics such as glacial cycles, Holocene climate variability, sea level fluctuations, monsoon dynamics, greenhouse warming, ice core records, solar influence on climate, and atmospheric CO2 concentrations over various timescales.",0.42849422693252565,29176,2791,2707
https://openalex.org/T10325,Astro and Planetary Science,"This cluster of papers explores the formation and evolution of the Solar System, including topics such as the abundances and compositions of various celestial bodies, the chronology of planetary formation, the taxonomy of asteroids and comets, and the structure of the Kuiper Belt. It also delves into the composition of meteorites, plumes on moons like Enceladus, and the presence of organic matter in extraterrestrial environments.",0.3693268494946616,24128,2003,1967
https://openalex.org/T10908,Analytical Chemistry and Chromatography,"This cluster of papers focuses on the separation of enantiomers using various chromatographic techniques such as liquid chromatography (LC) and gas chromatography (GC). It covers topics such as chiral stationary phases, enantioselective analysis, high-performance liquid chromatography (HPLC), hydrophilic interaction chromatography (HILIC), and the application of two-dimensional chromatography for chiral separation.",0.24518093296459745,13396,836,788
https://openalex.org/T10391,Healthcare Policy and Management,"This cluster of papers focuses on the economics of health care systems and policies, including topics such as health care spending, insurance markets, Medicare spending, the medical home model, accountable care organizations, health insurance coverage, health care utilization, welfare economics, regional variations in health care, and the role of primary care.",0.2629781663417816,17319,2763,2745
https://openalex.org/T11857,Archaeological and Historical Studies,"This cluster of papers covers a wide range of topics related to the archaeology of the Iberian Peninsula, including the Iron Age, Romanization, Celtic culture, Phoenician influence, numismatics, religious practices, settlement patterns, and cultural exchange. The papers explore the ancient history and material culture of the region, shedding light on its diverse and complex past.",0.4194237572806222,1367,2635,1097
https://openalex.org/T12409,Reformation and Early Modern Christianity,"This cluster of papers encompasses a wide range of topics related to the Reformation, Calvinism, religious controversy, church history, and social and cultural dynamics in Early Modern Europe. It explores the theological, political, and societal implications of the Reformation movement and its influence on various aspects of European life during that period.",0.2568186214991978,4014,290,253
https://openalex.org/T13085,Pedagogical and Educational Research,"This cluster of papers covers a wide range of topics related to pedagogical and educational research, including methods of pedagogical research, curriculum reform, psychological studies in education, digital education, and student attitudes. It also explores teaching techniques, learning environments, and the impact of teacher competence on the school climate.",0.36530093039785116,3124,233,101
https://openalex.org/T12021,Social and Educational Sciences,"This cluster of papers covers a wide range of topics related to research methodology in social sciences and education, including qualitative research, discourse analysis, special education, gender studies, and quantitative methods. It explores various aspects of planning, conducting, and reporting research, with a focus on learning, pedagogy, and social construction of knowledge.",0.3181610456534794,1914,117,60
https://openalex.org/T13275,Medical and Health Sciences Research,"This cluster of papers covers a wide range of ethical and legal issues in medicine, including patient rights, reproductive medicine, healthcare law, informed consent, end-of-life care, bioethics, telemedicine, genetic testing, and physician liability.",0.23726348876953124,474,396,269
https://openalex.org/T13033,Social Sciences and Governance,"This cluster of papers explores the role of social innovation in territorial development, focusing on topics such as economic development, territorial governance, solidarity economy, community engagement, and institutionalization. It delves into the impact of cooperatives, local development initiatives, participative evaluation, and the promotion of citizenship within the context of social innovation. The papers also discuss the challenges and opportunities for fostering social innovation to address various societal and economic issues at the local level.",0.29701750108173913,1140,215,100
https://openalex.org/T10351,Liver Disease Diagnosis and Treatment,"This cluster of papers focuses on the epidemiology, diagnosis, management, and pathogenesis of Nonalcoholic Fatty Liver Disease (NAFLD). It covers topics such as liver fibrosis, insulin resistance, hepatic steatosis, metabolic syndrome, nonalcoholic steatohepatitis (NASH), and non-invasive assessment methods. The papers also discuss the association of NAFLD with hepatocellular carcinoma and its impact on public health.",0.3025659476007734,42903,1202,1175
https://openalex.org/T12618,Botany and Plant Ecology Studies,"This cluster of papers covers a wide range of topics related to the diversity, distribution, and conservation of vascular plants in Central Europe. It includes studies on flora, vegetation types, climate change impacts, biodiversity hotspots, invasive species, and the ecological significance of different habitats. The research also addresses the effects of human activities on plant communities and the potential strategies for their conservation.",0.38735771349498205,11245,25032,24431
https://openalex.org/T12954,Law and Political Science,"This cluster of papers explores the evolution of legal systems, jurisprudence, and governance in European countries, focusing on topics such as party competition, legal methodology, privacy in the digital age, migration law, constitutional courts, regulatory agencies, human rights protection, European law dynamics, and criminal justice. It reflects a multidisciplinary approach to understanding the changing landscape of legal studies and its intersection with societal and technological developments.",0.25781822204589844,723,115,44
https://openalex.org/T13372,Archaeology and Historical Studies,"This cluster of papers covers a wide range of topics related to the ancient Near East, including archaeology, history, and linguistics. It explores the civilizations, cultures, and agricultural systems of pre-Islamic Arabia, Byzantine and early Islamic periods, Nabataean inscriptions, desert agriculture, and urban development in Palestine.",0.41817983048302787,5926,2939,2651
https://openalex.org/T10181,Natural Language Processing Techniques,"This cluster of papers focuses on statistical machine translation, neural machine translation, dependency parsing, word sense disambiguation, and part-of-speech tagging. It also covers topics such as corpus linguistics, syntax-based translation models, multilingual neural machine translation, and language modeling.",0.378714085476739,30332,4684,4426
https://openalex.org/T10048,Particle physics theoretical and experimental studies,"This cluster of papers covers a wide range of topics in particle physics, including high-energy collider experiments, Higgs boson observation, neutrino mass, supersymmetry, quantum chromodynamics, standard model, muon anomalous magnetic moment, electroweak symmetry breaking, and dark matter.",0.29474204778671265,43597,369,365
https://openalex.org/T14162,Historical and Literary Studies,"This cluster of papers covers a wide range of topics related to the economy and society in ancient Rome, including living standards, urban workshops, artisan clusters, production technology, and the use of encyclopedias. It also delves into the archaeological exploration of Pompeii and its relevance to understanding Roman lifestyles. The papers provide insights into various aspects of economic activities, social structures, and material culture in ancient Rome.",0.4154673218727112,2370,326,208
https://openalex.org/T10001,Geological and Geochemical Analysis,"This cluster of papers focuses on the tectonic evolution and geochronological analysis of orogenic processes, with a particular emphasis on zircon geochemistry, isotopic composition, and thermodynamic modeling. It covers topics such as subduction zones, mantle evolution, plate tectonics, and the growth of continental crust.",0.4558406455176217,29800,1726,1691
https://openalex.org/T11405,Geophysics and Gravity Measurements,"This cluster of papers focuses on the global variability and change in sea level, with an emphasis on utilizing GRACE and other satellite measurements to understand factors such as groundwater depletion, polar ice sheet mass loss, and the impact of climate change. The papers also explore the use of hydrological and geodetic modeling to assess land water storage and its contribution to sea level rise.",0.5118397491318839,10566,4015,3600
https://openalex.org/T11159,Manufacturing Process and Optimization,"This cluster of papers focuses on the design, planning, and optimization of manufacturing processes, with an emphasis on design for manufacture and assembly. It covers topics such as assembly planning, disassembly sequencing, CAD/CAM integration, process planning, tolerance analysis, virtual prototyping, fixture design, product cost estimation, and collaborative manufacturing.",0.2763326755591801,14605,1369,1169
https://openalex.org/T11930,"Cardiac, Anesthesia and Surgical Outcomes","This cluster of papers focuses on the assessment and management of cardiac risk in patients undergoing noncardiac surgery. It covers topics such as perioperative mortality, troponin levels, beta-blocker therapy, cardiovascular evaluation, surgical risk calculators, and postoperative complications. The papers also discuss various guidelines for pre-operative cardiac risk assessment and perioperative cardiac management.",0.28160778369222367,23178,585,557
https://openalex.org/T13297,History and advancements in chemistry,"This cluster of papers focuses on the application of partially ordered sets in chemistry research, particularly in the context of ranking chemical substances, multi-criteria analysis, and sustainable development goals. It explores topics such as the periodic table, quantitative superstructure/activity relationships, environmental health, and decision support systems.",0.2479939877986908,8042,2353,2319
https://openalex.org/T12613,X-ray Diffraction in Crystallography,"This cluster of papers focuses on the advances in powder diffraction analysis, including topics such as crystallography, structure determination, pair distribution function, nanoparticles, Rietveld refinement, total scattering, high-resolution X-ray diffraction, and quantitative phase analysis.",0.26009286046028135,4687,157497,157439
https://openalex.org/T10487,Plant and animal studies,"This cluster of papers explores the impact of pollinator decline on ecosystems and agriculture, focusing on plant-animal interactions, biodiversity, crop pollination, habitat fragmentation, and the effects of global change and invasive species. The papers discuss the importance of pollinators for ecosystem services and highlight the challenges posed by climate change and habitat loss to pollinator populations.",0.3860811659267971,39088,6725,6625
https://openalex.org/T10825,Plant Pathogens and Fungal Diseases,"This cluster of papers explores the diversity, evolution, and pathogenicity of fungal pathogens, with a focus on endophytic fungi, phylogenetic analysis, genomic characterization, plant pathogenesis, species recognition, molecular identification, host specificity, and taxonomic revision.",0.32287709712982177,28398,26246,25814
https://openalex.org/T10128,Global trade and economics,"This cluster of papers explores the impact of international trade on productivity, firm-level dynamics, and economic growth. It covers topics such as trade liberalization, firm-level data analysis, globalization, technology, market size, innovation, and economic development.",0.3208781770297459,15030,1198,1161
https://openalex.org/T12267,Diet and metabolism studies,"This cluster of papers explores the effects of ketogenic diet on various aspects of health, including weight loss, metabolic syndrome, neurological disorders such as epilepsy and Alzheimer's disease, glucose transporter deficiency, cancer therapy, and inflammation. It covers topics related to the metabolic and therapeutic implications of ketone bodies, the role of ketosis in neuroprotection, and the potential benefits of ketogenic diet in managing various health conditions.",0.2607675356524331,20961,1390,1336
https://openalex.org/T11530,Business and Management Studies,"This cluster of papers covers a wide range of topics related to research methods, organizational management, and various aspects of business administration. It includes discussions on qualitative and quantitative research methods, case studies, data analysis techniques, competence management, marketing strategies, human resources management, and innovation management.",0.3533679332051958,6685,494,218
https://openalex.org/T12565,Physics and Engineering Research Articles,"This cluster of papers covers a wide range of topics related to fluid dynamics, renewable energy integration, engineering applications, materials science, vibration analysis, thermal management, sustainability, turbine technology, and mathematical modeling. It includes research on topics such as wind energy systems, hydrodynamics, heat transfer enhancement, and the development of new composite materials for various engineering applications.",0.3084373201642717,278,774,559
https://openalex.org/T14495,Public Health and Nutrition,"This cluster of papers focuses on maternal and child health services, with an emphasis on preventing stunting and non-communicable diseases. It covers topics such as stunting prevention, maternal and child nutrition, health education, community empowerment, breastfeeding, healthcare training, public health policy, and healthcare quality management.",0.41085698604583737,41407,239,189
https://openalex.org/T10251,Solar and Space Plasma Dynamics,"This cluster of papers covers a wide range of topics related to solar physics, including the study of solar dynamics, coronal mass ejections, solar wind, magnetohydrodynamic turbulence, solar flares, helioseismology, solar irradiance variability, interplanetary coronal mass ejections, sunspots, and space weather.",0.42698729038238525,34802,830,818
https://openalex.org/T12765,"Race, History, and American Society","This cluster of papers explores the intersection of the Civil Rights Movement, Black Studies, and African American history. It delves into topics such as social movements, racial equality, Black Power, Pan-Africanism, feminism, and community activism within the context of the Cold War era.",0.2802164375782013,4329,445,433
https://openalex.org/T10037,Physics of Superconductivity and Magnetism,"This cluster of papers focuses on the physics of high-temperature superconductivity, particularly in cuprate superconductors. It covers a wide range of topics including electronic structure calculations, proximity effects in superconductor-ferromagnet structures, quantum Monte Carlo methods, and the evidence for electron–phonon coupling in high-temperature superconductors.",0.23472784842763628,16907,622,612
https://openalex.org/T12836,History and Developments in Astronomy,"This cluster of papers covers the historical development and impact of astronomy, with a focus on radio astronomy, transits of Venus, high-resolution imaging, spectroscopy, solar observations, early astronomical instruments, scientific expeditions, astronomical discoveries, cultural impact, and historical figures in the field. It provides insights into the evolution of astronomical techniques and their influence on society and scientific progress.",0.33280870148113795,2807,272,255
https://openalex.org/T13099,"Health, Medicine and Society","This cluster of papers explores the impact of healthcare legislation on medical practice, patient rights, mental health, ethical considerations, and end-of-life care. It delves into topics such as psychological trauma, palliative care, professional responsibility, and public health policy. The papers discuss the challenges and successes of implementing healthcare laws and regulations in various contexts.",0.33060720364252727,1280,366,89
https://openalex.org/T12645,European history and politics,"This cluster of papers explores various aspects of Nazi Germany, including propaganda, forced labor, sexuality, gender, and the postwar period in Europe. It delves into the social and cultural history of Nazi Germany, examining topics such as consumerism, homosexuality, occupation policies, and the experiences of different groups during World War II.",0.24431008355958123,2476,262,237
https://openalex.org/T11949,Nuclear Physics and Applications,"This cluster of papers focuses on neutron imaging and analysis techniques, including small-angle scattering, neutron activation analysis, tomography, spectrometer design and performance, radiography, backscattering spectrometers, data analysis software, calibration standards, and their applications in materials research.",0.28476625084877016,11309,1966,1510
https://openalex.org/T14156,Engineering Applied Research,"This cluster of papers focuses on the structural analysis, design optimization, and material properties in various engineering fields such as mechanical, marine, automotive, and aerospace. It includes topics like finite element method, fatigue analysis, numerical simulation, fluid dynamics, and failure analysis.",0.3145246114049639,12854,1286,1149
https://openalex.org/T10320,Neural Networks and Applications,"This cluster of papers covers a wide range of topics related to neural networks, including backpropagation learning, self-organizing maps, radial basis function networks, deep learning, and applications such as pattern classification and function approximation.",0.3725576877593994,12301,2799,2649
https://openalex.org/T13053,SMEs Development and Digital Marketing,"This cluster of papers explores the impact of the Covid-19 pandemic on small and medium enterprises (SMEs) in Indonesia, focusing on topics such as economic impact, digital marketing, e-commerce, financial performance, and the use of social media. The papers also discuss strategies for SMEs to survive and thrive during the pandemic.",0.24283896344048636,44889,93,43
https://openalex.org/T10941,Musicology and Musical Analysis,"This cluster of papers covers a wide range of topics related to the historical and theoretical study of music, including musicology, musical theory, performance practice, historical analysis, cultural context, ethnomusicology, music criticism, musical narrative, mathematics of music, and opera studies. The papers explore various aspects of music from different time periods and cultural contexts, delving into the complexities of musical composition, performance, and reception.",0.25414550645010814,4378,232,204
https://openalex.org/T11132,Psychoanalysis and Psychopathology Research,"This cluster of papers covers a wide range of topics related to psychodynamic psychotherapy, developmental trauma, attachment, mental health, and the parent-infant relationship. It explores the intersection of neuroscience and psychoanalysis, as well as the concept of resilience in clinical practice. The papers also delve into the impact of childhood trauma on adult mental health and the role of group therapy in addressing developmental trauma.",0.3094892865135556,795,122,44
https://openalex.org/T14449,Education and Character Development,"This cluster of papers focuses on character education, particularly in the context of religious and Islamic values, within various educational settings. It explores the influence of school environments, pedagogical methods, and cultural integration on student development and learning outcomes. The cluster also emphasizes the use of qualitative research and digital learning environments in promoting character education.",0.29065214565822056,49616,35,13
https://openalex.org/T12752,Global Peace and Security Dynamics,"This cluster of papers explores the concept of the Responsibility to Protect (R2P) in international relations, focusing on humanitarian intervention, state sovereignty, United Nations involvement, genocide prevention, and the roles of regional organizations such as the African Union. It discusses the evolution of norms of protection and the challenges and debates surrounding the implementation of R2P.",0.22436245679855346,5942,1076,1031
https://openalex.org/T10192,Catalytic Processes in Materials Science,"This cluster of papers covers advances in the research of catalytic nanomaterials, particularly focusing on the catalytic properties of nanoparticles, metal-support interactions, low-temperature oxidation reactions, selective oxidation processes, NOx reduction, and methane activation. The studies explore the use of various materials such as ceria and gold in catalysis, with a strong emphasis on understanding the mechanisms and optimizing the performance of these nanomaterials.",0.23506227135658264,17034,550,530
https://openalex.org/T12768,Linguistics and language evolution,"This cluster of papers encompasses a wide range of topics related to the linguistic, etymological, and cultural aspects of the Indo-European language family. It includes studies on historical phonology, ancient languages, lexicography, language evolution, and comparative philology, providing insights into the rich linguistic and cultural heritage of the Indo-European peoples.",0.30565509796142576,5948,975,700
https://openalex.org/T13184,Research in Social Sciences,"This cluster of papers covers a wide range of topics in the field of qualitative research, with a focus on social sciences and education. It includes studies on phenomenology, pedagogy, communication, ethics, healthcare, family dynamics, and work environment. The papers explore various aspects of qualitative research methods and their applications in understanding human behavior and societal phenomena.",0.3803654049124036,1869,525,328
https://openalex.org/T13459,Public Administration and Political Analysis,"This cluster of papers explores various aspects of political governance, leadership, and public administration in modern societies. It covers topics such as participatory democracy, policy change, digitalization, crisis management, and the complexities of governing complex socio-economic systems.",0.4065612724849156,373,13,5
https://openalex.org/T13379,"Multiculturalism, Politics, Migration, Gender","This cluster of papers explores the intersection of reform, family law, and democratic progress in North African and Middle Eastern countries, with a focus on the impact of Islam, gender dynamics, social change, and migration. It delves into the complexities of political Islam, the role of religion in society, and the challenges and advancements in promoting democracy within these regions.",0.3331985720566341,1652,332,297
https://openalex.org/T13022,Health and Medical Studies,"This cluster of papers focuses on various health surveys conducted in Germany, with an emphasis on children, adolescents, and adults. The topics covered include socioeconomic status, healthcare utilization, migration background, chronic diseases, and epidemiological studies. The papers also discuss data collection methods, public health indicators, and the impact of demographic changes on healthcare needs.",0.34257819056510924,1494,1869,399
https://openalex.org/T10077,Neuroscience and Neuropharmacology Research,"This cluster of papers explores the molecular mechanisms underlying synaptic plasticity, focusing on neurotransmission, GABAergic and glutamatergic systems, neuronal circuits, astrocyte function, NMDA receptors, dendritic spines, and long-term potentiation. The research also investigates the relevance of these mechanisms to neurological disorders.",0.19818001219204495,33818,378,368
https://openalex.org/T10039,"Stellar, planetary, and galactic studies","This cluster of papers covers a wide range of topics in stellar astrophysics, including the study of exoplanets, galactic evolution, stellar and planetary system formation, and the exploration of the Milky Way. It encompasses research on massive stars, planetary systems around different types of stars, and the utilization of data from missions like Gaia and Kepler for understanding the properties and dynamics of celestial objects.",0.337733633177621,57943,814,803
https://openalex.org/T10299,Photonic and Optical Devices,"This cluster of papers covers advances in silicon photonics technology, including optical modulators, microcavities, nanophotonic waveguides, biosensors, integrated circuits, Raman lasers, whispering gallery mode devices, optofluidic technology, and on-chip interconnects.",0.17163020968437195,22152,1610,599
https://openalex.org/T12119,Discourse Analysis and Argumentation Studies,"This cluster of papers focuses on discourse analysis, argumentation, rhetoric, ethos, pragmatics, and sociolinguistics. It explores linguistic variation, genre analysis, and textual cohesion in communication studies.",0.2298544764518738,2737,112,53
https://openalex.org/T11546,Plant Physiology and Cultivation Studies,"This cluster of papers explores the physiology, dormancy, chilling requirements, rootstock effects, carbohydrate metabolism, and management practices related to fruit trees. It also discusses the impact of climate change on fruit tree growth and development.",0.4129793797220503,20271,2046,1926
https://openalex.org/T14134,Medical and Biological Sciences,"This cluster of papers explores the evolution, usage, and controversies surrounding anatomical nomenclature, including the debate over the use of eponyms, the influence of Latin and Greek terminology, the importance of Terminologia Anatomica, and the role of histology and histochemistry in morphological analysis. It also discusses the need for global uniformity in scientific publications and highlights the challenges and inconsistencies in anatomical terminology in clinical practice.",0.23537269234657288,11171,581,492
https://openalex.org/T14102,Corporate Governance and Law,"This cluster of papers revolves around the regulatory competition and harmonization efforts in European company law, focusing on topics such as corporate mobility, freedom of establishment, cross-border mergers, legal transplants, company governance, directive harmonization, the role of SE (Societas Europaea), and corporate law arbitrage.",0.28938054442405703,2018,293,237
https://openalex.org/T10259,Sociology and Education Studies,"This cluster of papers explores the qualitative analysis of social practices, focusing on educational inequalities, governance, ethnographic writing, social origins, and participation in education. It delves into the impact of social background on educational decisions and the role of expert interviews and ethnography in understanding social practices.",0.3191704784120832,767,86,50
https://openalex.org/T11742,Economic Theory and Policy,"This cluster of papers explores the causes and macroeconomic implications of various trends, including income distribution, financial crises, aggregate demand, economic growth, monetary policy, inequality, debt, industrialization, balance of payments, and structural change. The papers analyze long-period trends and their impact on different economies, providing insights into the complex interplay of these factors.",0.2828945849622999,6283,629,574
https://openalex.org/T11027,Metabolism and Genetic Disorders,"This cluster of papers covers a wide range of topics related to metabolic disorders and biochemical genetics, including newborn screening, mitochondrial function, carnitine metabolism, phenylketonuria, tandem mass spectrometry, inborn errors of metabolism, tyrosine hydroxylase activity, and tetrahydrobiopterin biosynthesis. The papers discuss various aspects of diagnosis, management, and treatment of these disorders.",0.3247376561164856,13883,739,670
https://openalex.org/T11463,Classical Philosophy and Thought,"This cluster of papers covers a wide range of topics in ancient philosophy, including the works and influence of Plato, Aristotle, Stoicism, Epicureanism, Hellenistic philosophy, Presocratic philosophers, Roman thought, ancient ethics, metaphysics, and ancient theology.",0.24071888923645018,4736,186,134
https://openalex.org/T10153,Sociology of Public Action and Professional Practices,"This cluster of papers covers a wide range of topics related to the sociology of public action, professional practices, work activity, social inequalities, educational policies, organizational dynamics, gender studies, ethnographic research, and social recognition.",0.2875786006450653,622,62,22
https://openalex.org/T12527,Chemistry and Stereochemistry Studies,"This cluster of papers covers a wide range of topics related to stereochemistry, including chirality, stereoisomers, nomenclature, polymers, the work of Louis Pasteur, chemical reactions, organic chemistry, stereogenicity, and IUPAC recommendations. It explores the principles of stereochemical structure and nomenclature in depth.",0.33561425123895916,390,5829,3166
https://openalex.org/T11715,Education and Critical Thinking Development,"This cluster of papers explores the impact of instructional interventions on critical thinking skills in various educational contexts, including nursing education. It includes meta-analyses, literature reviews, and studies on teaching strategies to promote higher-order thinking and 21st-century skills. The papers also delve into the relationship between critical thinking dispositions and skills, as well as the challenges and methods for assessing and fostering critical thinking abilities.",0.21652737430163793,27380,254,249
https://openalex.org/T11421,Labor Movements and Unions,"This cluster of papers focuses on labor relations, union revitalization, collective bargaining, and the impact of globalization on trade unions. It explores topics such as worker participation, employee voice, employer resistance to unionism, and the changing dynamics of workplace governance in the context of global economic shifts.",0.2908544055053166,5747,453,433
https://openalex.org/T13734,Advanced Computational Techniques and Applications,"This cluster of papers covers a wide range of topics related to artificial intelligence, expert systems, machine learning, control systems, fault diagnosis, ontology, and spatial information. It explores applications such as wavelet analysis, bioenergy, small business strategies, and multidisciplinary design optimization. The papers also delve into topics like language, logic, fluid mechanics, and marine data services.",0.3158908009529114,4255,2269,949
https://openalex.org/T11016,Monoclonal and Polyclonal Antibodies Research,"This cluster of papers focuses on the development, engineering, and applications of therapeutic antibodies, including their interaction with Fc receptors, monoclonal antibody therapy for cancer, antibody engineering techniques such as nanobodies and bispecific antibodies, the impact of glycosylation on antibody function, and antibody pharmacokinetics.",0.15540903210639953,27216,1267,1163
https://openalex.org/T10522,Medical Imaging Techniques and Applications,"This cluster of papers focuses on the use of Positron Emission Tomography (PET) imaging in oncology, covering topics such as PET/CT imaging, cancer tumor imaging, image reconstruction, molecular imaging, quantitative analysis, attenuation correction, and response criteria. The cluster also discusses the application of PET imaging in small animal research.",0.1528157114982605,14607,18306,5109
https://openalex.org/T10002,Advanced Chemical Physics Studies,"This cluster of papers represents advancements in density functional theory, including the development of dispersion correction methods, ab initio parametrization, wavefunction analyzers, and continuum solvation models. It also covers topics such as semiempirical methods, van der Waals interactions, hybrid density functionals, molecular simulations, and electronic structure calculations.",0.283370030777795,13958,236,228
https://openalex.org/T13129,Material Properties and Applications,"This cluster of papers encompasses advancements in materials science and technology, focusing on polymer composite materials, carbon fiber reinforced plastics, metal nanoparticles, and their applications in aerospace engineering. The research also delves into synthesis techniques, structural properties, and the use of adhesive joints in various material compositions.",0.2605933427810669,12450,1283,1224
https://openalex.org/T10038,Tuberculosis Research and Epidemiology,"This cluster of papers encompasses a wide range of topics related to tuberculosis, including research on Mycobacterium tuberculosis, drug resistance, immune response, diagnosis methods, vaccine development, host-pathogen interaction, treatment regimens, epidemiology, and genetic diversity. The papers cover various aspects of tuberculosis from molecular mechanisms to global epidemiological trends.",0.28037199548312597,36700,975,933
https://openalex.org/T10715,Distributed and Parallel Computing Systems,"This cluster of papers focuses on distributed grid computing systems, encompassing topics such as resource management, task scheduling, workflow management, computational grids, service-oriented science, data grids, high-performance computing, and virtual organizations.",0.2818122446537018,10119,3087,2886
https://openalex.org/T13883,Child and Adolescent Health,"This cluster of papers explores the evolution and challenges of child health services in Europe, focusing on pediatrics, community health, advocacy, primary care, health equity, and public health. It emphasizes the importance of training in addressing social determinants and children's rights to achieve better healthcare systems for children.",0.2905500590801239,10806,305,295
https://openalex.org/T14186,Healthcare Systems and Practices,"This cluster of papers explores healthcare policy reforms, challenges of inequalities, and the pursuit of universal health coverage in France. It covers topics such as public health, social determinants of health, healthcare management, financing, and quality indicators. The papers also delve into the impact of digital health and the role of primary care in addressing these issues.",0.3739109203928993,2043,489,252
